file,line,match
ROADMAP.md,510,2. **Deployment Preference**: Cloud hosting or self-hosted?
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,1,# GitHub Environments Deployment Guide
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,3,"**Goal:** Secrets live in GitHub Environments, automatically sync to Cloudflare Pages (frontend) and Railway (backend). Site opens online, login works."
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,11,"- **Railway** - Backend API with private env vars (DATABASE_URL, JWT_SECRET, EBAY_*, CRON_SECRET)"
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,15,Browser → Cloudflare Pages → /api/* → Pages Function (proxy) → Railway API
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,26,- ✅ `frontend/vite.config.ts` - Vite dev proxy configuration
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,47,| `API_PUBLIC_BASE_URL` | `https://ebay-api-staging.up.railway.app` | Backend API URL |
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,73,| `RAILWAY_TOKEN` | Railway → Account Settings → Tokens → Create | Railway API token |
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,74,| `RAILWAY_PROJECT_ID` | Railway → Project Settings → Copy ID | Railway project ID |
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,75,| `RAILWAY_ENV_ID` | Railway → Environment → Copy ID | Railway environment ID for staging |
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,99,**Railway Project ID & Environment ID:**
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,101,# Install Railway CLI
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,102,npm install -g @railway/cli
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,105,railway login
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,108,railway link
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,111,railway environment
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,113,# Or get from Railway dashboard URL:
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,114,# https://railway.app/project/<PROJECT_ID>/service/<SERVICE_ID>?environment=<ENV_ID>
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,128,- Pushes backend env vars to Railway staging environment
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,130,## Step 4: Deploy Frontend to Cloudflare Pages
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,142,"5. Click **""Save and Deploy""**"
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,153,### Deploy
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,155,Cloudflare Pages auto-deploys on push to main branch. To manually trigger:
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,156,1. Go to Cloudflare Pages → Your Project → **Deployments**
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,157,"2. Click **""Retry deployment""** or push to trigger new deployment"
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,159,## Step 5: Deploy Backend to Railway
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,163,1. Go to Railway Dashboard
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,165,"3. Select **""Deploy from GitHub repo""**"
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,169,   - **Build command:** (Railway auto-detects from Dockerfile)
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,170,   - **Start command:** (Railway uses Dockerfile CMD)
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,175,1. Go to Railway → Your Project → **Variables** tab
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,182,# Via Railway CLI
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,183,railway link
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,184,railway environment staging
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,185,railway run alembic upgrade head
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,187,# Or via Railway dashboard
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,188,# Add one-time deployment command: alembic upgrade head
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,191,### Deploy
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,193,Railway auto-deploys on push to main branch. To manually trigger:
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,194,1. Go to Railway → Your Project → **Deployments**
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,195,"2. Click **""Deploy""** or push to trigger new deployment"
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,226,curl -I https://ebay-api-staging.up.railway.app/healthz
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,231,**If error:** Check Railway logs for backend startup errors
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,277,## Step 8: Production Deployment
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,290,   - Railway: Add custom domain `api.yourdomain.com`
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,309,**Cause:** Cloudflare Pages Function not deployed or `API_PUBLIC_BASE_URL` not set
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,314,3. Redeploy frontend to Cloudflare Pages
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,322,2. Verify `JWT_SECRET` is set in Railway
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,323,3. Check Railway logs: `railway logs`
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,341,1. Verify `DATABASE_URL` is set in Railway environment variables
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,342,"2. Test connection: `railway run python -c ""from app.config import settings; print(settings.DATABASE_URL)""`"
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,343,3. Check Railway logs for connection errors
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,344,4. Verify database is accessible from Railway (check firewall rules)
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,352,2. Verify `RAILWAY_TOKEN` is valid (regenerate if needed)
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,366,# Check Railway logs
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,367,"railway logs --filter ""Token refresh"""
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,372,**Railway Backend:**
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,374,railway logs
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,375,"railway logs --filter ""error"""
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,388,3. Railway auto-restarts on env var change
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,389,4. Cloudflare Pages may need manual redeploy
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,401,- [ ] Railway API token is kept secure
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,410,| All secrets | GitHub Environments | Cloudflare Pages + Railway |
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,412,| Backend private | Railway env vars | Backend process only |
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,424,### Deployment Checklist
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,428,"- [ ] Platform access tokens configured (CF_API_TOKEN, RAILWAY_TOKEN, etc.)"
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,431,- [ ] Railway project created and connected to GitHub
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,432,- [ ] Database migrations run on Railway
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,441,1. Check Railway logs: `railway logs`
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,442,2. Check Cloudflare Pages deployment logs
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,445,5. Review `PRODUCTION_DEPLOYMENT.md` for Railway/Cloudflare details
DEPLOY_NORMALIZATION.md,1,# Deploy eBay Data Normalization - Quick Guide
DEPLOY_NORMALIZATION.md,9,## Deploy Steps (5 minutes)
DEPLOY_NORMALIZATION.md,11,### 1. Deploy Backend
DEPLOY_NORMALIZATION.md,15,flyctl deploy --app app-qngipkhc
DEPLOY_NORMALIZATION.md,18,The deployment will:
DEPLOY_NORMALIZATION.md,23,### 2. Verify Deployment
DEPLOY_NORMALIZATION.md,90,- Make sure you re-synced AFTER deployment
DEPLOY_NORMALIZATION.md,93,## Next Steps After Deployment
frontend/src/pages/TodoListPage.tsx,57,"      title: 'Redeploy Backend with Persistent Storage',"
frontend/src/pages/TodoListPage.tsx,58,"      description: 'Deploy backend using Fly.io volume mount',"
frontend/src/pages/TodoListPage.tsx,61,"      logs: ['✅ Backend redeployed', '✅ Database now at /data/ebay_connector.db', '✅ Fly.io volume configured']"
frontend/src/pages/TodoListPage.tsx,89,"      title: 'Test Data Persistence Through Redeploy',"
frontend/src/pages/TodoListPage.tsx,90,"      description: 'Verify orders survive backend redeployment',"
frontend/src/pages/TodoListPage.tsx,195,"    { timestamp: '2025-10-21 10:42:15', message: 'Backend redeployed with persistent storage at /data/ebay_connector.db', type: 'success' },"
frontend/src/pages/TodoListPage.tsx,208,"    { timestamp: '2025-10-21 08:40:15', message: 'Backend and frontend deployed successfully', type: 'success' },"
frontend/tsconfig.node.json,23,"  ""include"": [""vite.config.ts""]"
frontend/package.json,8,"    ""prebuild"": ""node scripts/write-build-meta.mjs"","
frontend/src/config/build.generated.ts,1,// Auto-generated by write-build-meta.mjs - DO NOT EDIT
frontend/scripts/write-build-meta.mjs,23,const buildGeneratedContent = `// Auto-generated by write-build-meta.mjs - DO NOT EDIT
frontend/CONFIG.md,85,1. Deploy frontend to Cloudflare Pages
frontend/CONFIG.md,100,"**Solution**: Verify `vite.config.ts` has proxy configuration, restart Vite dev server"
